timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_control,roll_setpoint,roll_measurement,roll_control,yaw_setpoint,yaw_measurement,yaw_control
0.995,0.000,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
1.010,0.001,0.000,0.049,0.000,0.000,-0.037,0.000,0.000,-4.432,0.000
1.011,0.000,0.000,0.049,0.000,0.000,-0.037,0.000,0.000,-4.432,0.000
1.013,0.000,0.000,0.049,0.000,0.000,-0.037,0.000,0.000,-4.432,0.000
1.015,0.001,0.000,0.049,0.000,0.000,-0.037,0.000,0.000,-4.432,0.000
1.017,0.001,0.000,0.049,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.018,0.000,0.000,0.050,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.020,0.001,0.000,0.050,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.034,0.000,0.000,0.051,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.036,0.001,0.000,0.051,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.038,0.001,0.000,0.051,0.000,0.000,-0.036,0.000,0.000,-4.432,0.000
1.039,0.000,0.000,0.051,0.000,0.000,-0.035,0.000,0.000,-4.432,0.000
1.041,0.001,0.000,0.051,0.000,0.000,-0.035,0.000,0.000,-4.432,0.000
1.043,0.001,0.000,0.051,0.000,0.000,-0.035,0.000,0.000,-4.432,0.000
1.044,0.000,0.000,0.051,0.000,0.000,-0.035,0.000,0.000,-4.432,0.000
1.046,0.001,0.000,0.052,0.000,0.000,-0.035,0.000,0.000,-4.432,0.000
1.060,0.000,0.000,0.052,0.000,0.000,-0.034,0.000,0.000,-4.433,0.000
1.062,0.001,0.000,0.052,0.000,0.000,-0.034,0.000,0.000,-4.433,0.000
1.064,0.001,0.000,0.053,0.000,0.000,-0.034,0.000,0.000,-4.433,0.000
1.065,0.000,0.000,0.053,0.000,0.000,-0.033,0.000,0.000,-4.433,0.000
1.067,0.001,0.000,0.053,0.000,0.000,-0.033,0.000,0.000,-4.433,0.000
1.069,0.001,0.000,0.053,0.000,0.000,-0.033,0.000,0.000,-4.433,0.000
1.070,0.000,0.000,0.053,0.000,0.000,-0.033,0.000,0.000,-4.433,0.000
1.085,0.001,0.000,0.054,0.000,0.000,-0.032,0.000,0.000,-4.434,0.000
1.086,0.000,0.000,0.054,0.000,0.000,-0.031,0.000,0.000,-4.434,0.000
1.088,0.001,0.000,0.054,0.000,0.000,-0.031,0.000,0.000,-4.434,0.000
1.090,0.001,0.000,0.054,0.000,0.000,-0.031,0.000,0.000,-4.434,0.000
1.091,0.000,0.000,0.054,0.000,0.000,-0.031,0.000,0.000,-4.434,0.000
1.093,0.001,0.000,0.054,0.000,0.000,-0.031,0.000,0.000,-4.434,0.000
